Hour,TI(AM/PM),Weekday,Day,Month,Electricity(kwh)
12,AM,sun,20,Apr,0.286
6,AM,mon,20,Jan,2.64
11,PM,,4,Sep,0.326
6,PM,,30,Apr,0.357
5,PM,,18,Apr,0.402
3,AM,,3,Jul,0.422
3,PM,,17,Apr,0.106
5,PM,fri,22,Aug,1.654
8,AM,mon,21,Apr,0.127
7,AM,tue,1,Apr,0.216
1,AM,,20,Jun,0.364
4,PM,,28,Oct,0.288
9,PM,fri,29,Aug,0.499
10,PM,,22,Aug,0.781
4,PM,fri,10,Oct,0.24
3,PM,fri,2,May,0.381
12,PM,sun,28,Dec,0.581
12,AM,,7,Jun,1.714
12,AM,sun,14,Dec,0.898
10,AM,,10,May,0.547
9,PM,,20,Jun,0.727
7,PM,wed,29,Jan,2.88
10,PM,,9,Sep,0.312
4,AM,fri,14,Feb,0.238
10,AM,,14,Apr,0.097
8,AM,wed,10,Dec,0.392
6,AM,,1,Aug,1.483
5,PM,,13,Nov,0.661
4,PM,,7,Feb,0.446
12,AM,,10,Nov,0.157
6,PM,wed,4,Jun,2.419
10,AM,mon,18,Aug,0.514
4,PM,fri,3,Oct,0.228
6,AM,,4,Aug,1.368
7,AM,,2,Apr,0.289
10,PM,wed,17,Sep,0.413
6,AM,thu,13,Nov,0.551
11,PM,,20,Apr,0.132
1,AM,,20,Feb,0.262
9,AM,,6,Jun,0.508
8,PM,sat,27,Sep,1.386
9,PM,sun,24,Aug,0.684
10,PM,tue,22,Jul,1.212
4,AM,sun,30,Nov,0.13
7,PM,thu,4,Dec,2.099
1,AM,,12,Oct,0.212
7,AM,,20,Jan,2.016
7,AM,,21,Aug,1.274
8,AM,sun,5,Jan,2.99
7,PM,,1,Jun,3.694
2,AM,sat,8,Feb,0.371
3,PM,mon,6,Jan,0.808
6,AM,mon,27,Oct,0.734
4,PM,,23,Sep,0.302
11,AM,sun,21,Dec,0.554
2,PM,wed,26,Feb,0.523
4,PM,,25,Oct,0.535
2,PM,,12,Nov,0.153
7,PM,,27,Sep,1.399
9,AM,wed,10,Sep,0.248
9,PM,tue,28,Oct,0.392
3,PM,,24,Jul,1.066
4,AM,fri,11,Apr,0.072
4,AM,,5,Mar,0.162
10,PM,sun,13,Apr,0.141
1,AM,tue,16,Dec,0.233
8,PM,,11,Jun,2.707
10,AM,tue,18,Feb,0.398
2,PM,sat,28,Jun,1.469
6,AM,sat,1,Mar,0.717
9,PM,mon,10,Mar,0.408
10,PM,,16,Dec,0.655
11,PM,,4,Apr,0.27
6,AM,,28,Jan,2.688
11,PM,,20,May,0.356
5,PM,sat,12,Jul,2.117
9,AM,,25,Feb,0.335
8,PM,,27,Apr,0.443
2,AM,sun,29,Jun,0.529
12,PM,,27,Feb,0.498
7,AM,mon,15,Sep,0.636
8,PM,mon,9,Jun,3.197
9,PM,,2,Aug,0.461
3,AM,fri,25,Apr,0.055
7,AM,,12,May,0.662
5,PM,,13,Sep,0.617
12,AM,sun,19,Jan,1.296
4,AM,sun,19,Jan,0.564
1,PM,sat,13,Dec,0.653
8,AM,,26,Feb,0.394
11,PM,,15,Aug,1.068
5,AM,,22,Sep,0.678
3,AM,,31,Mar,0.134
2,PM,,22,Jul,0.922
6,PM,wed,15,Jan,2.576
10,PM,,25,Aug,0.6
6,AM,sun,24,Aug,1.056
9,PM,wed,26,Feb,0.655
10,AM,,28,Sep,0.378
2,PM,,15,Sep,0.252
5,PM,tue,21,Oct,0.866
3,PM,fri,27,Jun,0.727
2,AM,thu,10,Jul,0.499
2,PM,,20,Oct,0.247
12,PM,,2,Apr,0.125
11,PM,fri,4,Jul,2.184
2,PM,,31,Dec,0.488
4,AM,,2,Oct,0.108
1,PM,mon,2,Jun,0.605
11,AM,,4,Feb,0.612
8,AM,,23,Jun,0.85
1,AM,tue,21,Jan,0.34
1,AM,tue,8,Apr,0.071
3,AM,,20,Nov,0.097
9,AM,fri,29,Aug,0.374
6,AM,fri,5,Sep,0.958
6,PM,,7,Apr,0.458
9,PM,,22,Oct,0.364
2,AM,,18,Dec,0.249
5,AM,,20,Jan,2.09
10,AM,,17,Dec,0.502
4,PM,thu,18,Sep,0.294
2,AM,,24,Mar,0.162
2,PM,,19,Oct,0.518
6,PM,sun,30,Nov,0.834
4,AM,fri,5,Sep,0.141
11,AM,,28,Dec,0.7
11,AM,,14,May,0.368
3,PM,,6,Aug,0.538
6,AM,,19,Jan,1.888
11,AM,mon,10,Feb,0.54
4,PM,,27,Sep,0.712
7,PM,fri,28,Feb,2.419
11,AM,,9,Dec,0.589
8,PM,sat,5,Apr,0.491
2,PM,mon,22,Dec,0.484
7,AM,sun,26,Oct,0.72
7,PM,mon,24,Nov,0.794
9,AM,sun,9,Feb,1.102
5,PM,,15,Sep,1.037
11,PM,sun,7,Dec,0.446
10,PM,,25,Mar,0.404
7,AM,,11,Feb,1.285
9,PM,,26,Mar,0.475
12,AM,sun,7,Sep,0.504
10,PM,,7,Jul,1.056
6,PM,,14,May,0.986
6,PM,,24,Nov,0.693
5,PM,tue,8,Jul,3.307
9,AM,tue,22,Jul,0.662
2,PM,sat,7,Jun,1.195
9,AM,sat,29,Nov,0.373
1,AM,,27,Jul,0.828
9,AM,,30,Aug,0.994
2,PM,,4,May,0.768
7,AM,tue,22,Jul,2.268
1,AM,sun,1,Jun,0.443
4,PM,tue,14,Oct,0.288
12,PM,,24,Jan,1.13
3,AM,,23,Jul,0.446
8,PM,,6,Feb,2.131
12,AM,wed,23,Apr,0.088
12,PM,wed,10,Sep,0.322
2,PM,sat,24,May,0.602
11,PM,,15,Mar,0.688
5,PM,sat,8,Feb,1.091
6,PM,sat,9,Aug,2.268
4,AM,,28,Feb,0.218
8,AM,,27,Aug,0.576
5,AM,wed,26,Mar,0.95
1,PM,sun,9,Nov,0.286
6,PM,,12,Jul,4.32
6,PM,,9,Oct,0.89
11,AM,,29,Mar,0.408
2,PM,thu,11,Sep,0.246
2,AM,,15,Dec,0.218
9,PM,sun,2,Nov,0.289
8,AM,wed,16,Apr,0.138
2,PM,,13,May,0.349
9,PM,tue,4,Mar,0.389
10,AM,,10,Feb,0.49
11,PM,,25,Nov,0.196
3,AM,,28,Oct,0.115
4,PM,,22,Jul,0.893
1,PM,thu,30,Jan,0.96
11,AM,,14,Jan,0.92
5,PM,tue,12,Aug,1.81
12,AM,,1,Oct,0.149
2,PM,wed,6,Aug,0.499
3,AM,,25,Nov,0.076
4,PM,sun,1,Jun,1.669
4,PM,,4,May,0.713
4,AM,,19,Apr,0.081
6,PM,wed,5,Nov,0.643
11,AM,sun,17,Aug,0.742
5,PM,,18,Oct,0.459
8,PM,thu,13,Feb,1.824
10,AM,tue,14,Jan,0.648
9,PM,,23,Aug,0.533
11,PM,wed,15,Jan,0.86
1,AM,sun,23,Nov,0.147
3,AM,,14,Apr,0.064
11,PM,,3,Sep,0.333
9,PM,,25,Apr,0.132
6,PM,,31,Jan,3.052
5,AM,mon,17,Mar,1.012
5,PM,,15,Mar,0.742
11,AM,,24,Jul,1.32
6,PM,,29,Aug,1.915
9,PM,tue,18,Mar,0.504
3,AM,fri,24,Oct,0.113
4,AM,sun,13,Apr,0.098
3,PM,,19,Jul,2.527
3,AM,sun,13,Apr,0.099
9,PM,,11,Dec,0.772
7,AM,,12,Aug,0.961
10,AM,tue,5,Aug,0.446
8,PM,mon,12,May,1.242
1,AM,,13,Mar,0.17
4,AM,wed,27,Aug,0.24
11,PM,,14,Dec,0.55
1,AM,,21,Dec,0.323
7,PM,,1,May,1.31
5,PM,,4,Feb,1.373
7,AM,tue,20,May,0.742
10,PM,,21,Dec,0.583
1,AM,sat,27,Sep,0.189
12,AM,,24,Oct,0.182
5,PM,,1,Feb,1.285
3,PM,fri,7,Nov,0.216
3,AM,,1,Aug,0.264
8,AM,fri,10,Oct,0.206
5,PM,,9,Sep,0.774
8,AM,,30,Mar,0.946
12,AM,,15,Jan,0.618
4,PM,wed,19,Feb,0.408
1,PM,,15,Feb,0.655
11,PM,,26,Jul,2.328
4,AM,,4,Jun,0.428
11,AM,,2,Nov,0.259
6,PM,fri,14,Nov,0.687
3,PM,,24,May,0.59
6,AM,mon,7,Jul,2.938
11,AM,,17,Apr,0.122
7,AM,thu,27,Feb,1.091
1,AM,,26,Sep,0.164
1,PM,sun,11,May,0.475
5,PM,wed,8,Oct,0.733
10,AM,sat,24,May,0.451
3,AM,,2,Aug,0.367
2,AM,,17,Sep,0.115
7,AM,,14,Aug,0.95
7,AM,,9,Nov,0.632
9,AM,,15,May,0.197
12,AM,fri,8,Aug,0.367
1,AM,,5,Oct,0.211
5,PM,mon,3,Mar,0.988
5,PM,,18,May,0.619
3,PM,fri,14,Mar,0.378
5,AM,fri,4,Jul,3.062
7,PM,,11,Jan,3.888
3,PM,,4,May,0.605
5,AM,wed,17,Dec,1.004
11,PM,,28,Dec,0.512
2,PM,,17,Apr,0.142
7,PM,mon,10,Feb,2.117
8,AM,fri,11,Jul,0.902
5,AM,mon,8,Sep,0.67
12,PM,sun,30,Mar,0.408
7,AM,mon,16,Jun,1.312
5,PM,mon,31,Mar,0.832
2,AM,mon,31,Mar,0.162
3,AM,tue,16,Dec,0.24
7,PM,,22,Apr,0.535
4,AM,,16,Jun,0.335
6,PM,,14,Oct,0.781
5,PM,tue,8,Apr,0.351
6,PM,wed,15,Oct,0.764
2,AM,mon,6,Jan,0.364
8,AM,mon,30,Jun,0.742
3,AM,tue,13,May,0.163
8,PM,,6,Oct,1.008
7,AM,wed,19,Feb,0.929
8,PM,,12,Oct,0.961
3,AM,,14,Dec,0.37
3,AM,,17,Apr,0.051
7,PM,,17,Nov,0.899
11,AM,,8,Aug,0.636
8,PM,,2,Nov,0.859
2,AM,,26,Dec,0.189
2,AM,,6,Sep,0.218
10,AM,fri,11,Jul,0.864
6,AM,fri,14,Feb,1.44
9,PM,,6,Dec,0.515
12,AM,,14,Feb,0.32
7,PM,,13,Mar,1.656
3,AM,wed,4,Jun,0.414
7,PM,thu,25,Dec,1.881
12,AM,tue,24,Jun,0.572
3,AM,tue,11,Feb,0.245
5,AM,sat,18,Oct,0.209
2,PM,,19,Sep,0.277
7,AM,,5,Feb,1.048
8,PM,thu,30,Oct,0.912
3,AM,,18,May,0.276
2,AM,,4,Jun,0.317
11,AM,,11,Nov,0.2
7,PM,fri,18,Apr,0.556
11,PM,mon,23,Jun,1.044
11,AM,sun,9,Mar,0.437
12,AM,thu,10,Apr,0.104
8,PM,,10,Aug,2.268
2,AM,,3,Aug,0.374
1,PM,,6,Oct,0.202
4,AM,,20,Sep,0.25
2,AM,sat,19,Jul,0.828
10,PM,,23,Nov,0.254
12,AM,mon,20,Oct,0.187
4,AM,mon,17,Mar,0.131
9,PM,,30,May,0.368
3,PM,,9,Oct,0.235
11,PM,,3,May,0.776
8,PM,,25,Nov,0.677
9,PM,thu,18,Sep,0.504
3,AM,fri,12,Sep,0.147
1,PM,tue,6,May,0.346
2,PM,wed,5,Nov,0.209
10,AM,,25,Jun,0.778
9,PM,mon,22,Sep,0.395
9,PM,mon,13,Oct,0.382
12,PM,,11,Dec,0.501
7,AM,,20,Jul,3.254
4,PM,tue,7,Oct,0.242
3,PM,,31,Jul,0.989
6,PM,sun,1,Jun,3.791
5,PM,wed,4,Jun,2.738
5,PM,,22,Nov,0.478
8,PM,fri,23,May,1.152
12,PM,wed,11,Jun,0.927
9,AM,,4,Feb,0.36
7,AM,,6,Sep,0.697
4,AM,,1,Jul,0.442
10,AM,sat,29,Nov,0.267
12,AM,,19,Feb,0.292
6,AM,thu,27,Feb,1.555
1,PM,,28,Aug,0.499
9,PM,mon,26,May,0.571
2,AM,mon,28,Apr,0.058
4,PM,fri,5,Sep,0.322
7,PM,wed,13,Aug,2.074
10,AM,fri,21,Nov,0.144
3,AM,,15,Jul,0.384
10,PM,tue,4,Mar,0.392
11,AM,wed,22,Oct,0.357
10,AM,tue,16,Dec,0.378
9,PM,,31,Jul,1.382
7,AM,mon,7,Apr,0.321
5,AM,wed,24,Sep,0.793
8,AM,thu,16,Oct,0.216
5,PM,mon,15,Dec,1.602
6,AM,,28,Jun,1.411
8,PM,tue,9,Dec,1.69
2,PM,,10,May,0.576
12,PM,,20,Mar,0.476
5,AM,,2,Jul,2.825
11,AM,,12,Dec,0.506
11,PM,,16,Nov,0.232
10,AM,,3,May,0.466
2,AM,,27,Jun,0.389
11,AM,sun,16,Feb,0.641
11,AM,wed,30,Apr,0.18
10,PM,,3,Jul,1.2
11,AM,,8,Dec,0.512
3,AM,fri,19,Dec,0.176
12,PM,wed,17,Sep,0.371
1,AM,sat,27,Dec,0.33
6,PM,sat,27,Sep,1.512
3,AM,,31,Oct,0.118
10,AM,,12,Dec,0.493
1,AM,wed,19,Mar,0.165
5,AM,mon,22,Dec,1.416
4,AM,sat,22,Nov,0.15
8,PM,fri,29,Aug,1.882
4,AM,,10,Aug,0.41
5,PM,,29,Dec,1.516
2,AM,sun,18,May,0.259
11,PM,wed,27,Aug,0.576
7,PM,,8,Jan,3.492
4,AM,sun,28,Dec,0.376
3,PM,,25,Oct,0.481
12,PM,,23,Mar,0.48
8,AM,,3,Jul,0.96
11,PM,,21,Mar,0.928
1,PM,,30,Apr,0.125
3,PM,,18,Dec,0.493
11,PM,,10,Mar,0.452
2,AM,tue,25,Nov,0.073
5,PM,,23,Nov,0.381
10,PM,thu,11,Dec,0.484
9,PM,sun,8,Jun,0.983
4,AM,,12,Feb,0.278
1,AM,sat,31,May,0.271
2,PM,,14,Dec,0.933
8,PM,mon,20,Jan,3.648
3,PM,,1,Jun,1.782
6,PM,,3,Nov,0.687
11,PM,mon,22,Sep,0.417
5,PM,sun,24,Aug,1.112
9,AM,tue,17,Jun,0.61
10,AM,tue,10,Jun,0.698
9,AM,thu,18,Sep,0.179
3,PM,,14,Sep,0.643
8,PM,mon,23,Jun,2.592
4,PM,mon,14,Apr,0.116
8,PM,tue,4,Nov,0.814
12,AM,,25,Feb,0.356
4,PM,,26,Dec,0.422
10,AM,thu,17,Jul,0.883
3,AM,mon,26,May,0.19
3,AM,,22,May,0.146
4,PM,,20,Aug,0.442
2,AM,,8,Jul,0.528
11,AM,,12,Aug,0.714
8,PM,,1,Sep,1.21
2,AM,fri,7,Nov,0.074
1,AM,,4,Jun,0.313
6,AM,fri,17,Oct,0.727
6,PM,sun,23,Nov,0.948
2,AM,,7,May,0.134
2,PM,mon,28,Apr,0.114
12,AM,,19,Apr,0.204
9,AM,thu,17,Jul,0.684
10,AM,thu,10,Jul,0.797
8,AM,,24,Aug,1.794
7,PM,,9,May,1.685
10,PM,fri,10,Oct,0.349
12,AM,,25,Nov,0.162
5,AM,,21,Sep,0.185
8,PM,sat,6,Dec,2.218
9,AM,tue,14,Oct,0.207
1,PM,,30,Dec,0.392
10,PM,,9,Nov,0.25
5,AM,,31,May,0.216
11,AM,,24,Sep,0.28
3,PM,thu,2,Oct,0.245
2,PM,,9,Sep,0.291
2,PM,,15,Dec,0.409
6,PM,fri,31,Oct,0.966
9,PM,sun,16,Feb,0.742
11,AM,,1,Jan,0.83
11,AM,,27,May,0.384
4,AM,,20,Jan,0.468
8,AM,,27,Jul,2.87
4,AM,wed,10,Sep,0.157
4,AM,,23,Jun,0.328
6,AM,thu,7,Aug,1.339
7,AM,,5,Sep,0.636
3,PM,,8,Mar,0.821
11,PM,wed,19,Nov,0.191
1,PM,,29,Dec,0.497
1,AM,,8,Mar,0.245
2,PM,fri,14,Feb,0.571
8,AM,,10,Nov,0.144
2,PM,,29,Mar,0.525
10,AM,,16,Feb,0.662
5,PM,thu,17,Apr,0.468
3,PM,,8,Sep,0.23
12,AM,,11,Jun,0.513
1,AM,wed,30,Apr,0.068
4,PM,,23,Dec,0.361
8,PM,,9,Oct,1.142
3,AM,,11,Dec,0.229
8,AM,fri,12,Dec,0.431
3,PM,mon,21,Jul,0.816
12,AM,tue,18,Mar,0.233
1,AM,fri,16,May,0.17
12,PM,,13,Mar,0.48
10,AM,fri,25,Jul,1.085
8,AM,sat,7,Jun,2.644
7,PM,sat,24,May,1.714
11,PM,,19,Jun,0.882
1,PM,,5,Apr,0.193
3,PM,mon,1,Sep,0.255
5,PM,fri,14,Feb,1.404
10,AM,,1,May,0.256
6,AM,,17,Mar,0.864
6,AM,,4,Sep,0.823
12,PM,,17,Oct,0.333
6,PM,,4,Apr,0.454
9,AM,,23,Oct,0.162
6,AM,sun,12,Oct,0.432
5,AM,,12,Nov,0.589
2,AM,,12,May,0.13
3,PM,sat,26,Apr,0.286
3,AM,tue,12,Aug,0.226
6,PM,,25,Mar,1.109
11,PM,tue,15,Jul,0.96
2,PM,,22,May,0.349
4,AM,,13,Jan,0.34
9,AM,,1,Apr,0.078
7,AM,sun,26,Jan,1.968
10,AM,,13,Sep,0.399
2,PM,sun,16,Feb,1.037
5,AM,thu,31,Jul,2.35
6,PM,,6,Oct,0.697
5,PM,sun,16,Nov,0.409
3,AM,,1,Apr,0.064
8,AM,sat,17,May,1.144
2,PM,,3,Apr,0.14
7,PM,,21,Oct,1.015
5,PM,wed,12,Nov,0.673
6,AM,mon,28,Jul,2.765
7,AM,,15,Jun,2.117
8,PM,mon,13,Oct,0.874
12,AM,,1,Feb,0.922
11,PM,,25,Oct,0.588
12,PM,wed,13,Aug,0.546
10,PM,,13,Dec,0.444
6,PM,fri,21,Nov,0.674
1,PM,,7,Aug,0.499
11,PM,,16,Aug,1.008
6,AM,fri,9,May,1.123
6,PM,,27,Jun,2.47
8,PM,,2,Sep,1.176
5,PM,,7,Sep,0.605
1,AM,thu,5,Jun,0.414
7,AM,tue,18,Mar,0.742
7,AM,thu,25,Dec,0.851
10,PM,wed,2,Jul,1.116
3,PM,fri,21,Nov,0.164
4,AM,,26,Jun,0.418
12,AM,fri,14,Nov,0.146
3,AM,wed,6,Aug,0.214
11,PM,,25,Sep,0.294
2,PM,,18,Oct,0.509
1,AM,,8,May,0.19
4,AM,,15,Dec,0.2
2,PM,,5,Aug,0.432
12,AM,mon,28,Jul,0.626
7,PM,,23,Apr,0.454
4,PM,,6,Jul,1.987
3,PM,,16,May,0.349
3,PM,sun,6,Jul,1.814
9,PM,wed,20,Aug,0.67
5,PM,,5,Dec,1.473
11,PM,,2,Sep,0.343
2,AM,tue,13,May,0.146
4,AM,,31,Jul,0.456
8,AM,,24,Nov,0.2
9,PM,,28,Dec,0.719
9,AM,,28,Jun,1.685
8,AM,,13,Dec,1.544
9,AM,,1,Jan,0.51
5,AM,,8,Apr,0.389
4,PM,,6,Sep,0.617
3,AM,,2,Jun,0.389
8,PM,,9,Apr,0.475
3,AM,fri,5,Sep,0.125
12,AM,,20,Sep,0.538
12,PM,mon,31,Mar,0.476
11,PM,tue,7,Oct,0.258
8,PM,,17,Oct,0.864
5,AM,,21,Jan,2.508
7,AM,fri,25,Jul,1.987
4,PM,sun,19,Oct,0.643
3,AM,,21,Apr,0.061
5,AM,tue,28,Oct,0.64
8,AM,fri,8,Aug,0.394
2,PM,sun,23,Mar,0.768
5,AM,,28,Jan,1.98
1,AM,,2,Sep,0.113
3,PM,,15,Jun,1.912
3,PM,,28,Mar,0.259
4,PM,,12,Sep,0.255
5,PM,sun,26,Oct,0.486
5,AM,thu,19,Jun,1.98
1,PM,sat,27,Dec,0.601
5,AM,,8,Oct,0.693
4,PM,tue,27,May,0.31
3,AM,,17,Jun,0.31
1,AM,tue,15,Jul,0.475
12,PM,,25,Oct,0.378
5,PM,mon,1,Dec,1.401
4,AM,,14,Jun,0.508
10,PM,,9,Oct,0.267
1,PM,fri,23,May,0.358
6,PM,wed,8,Oct,0.941
6,AM,,8,Sep,0.949
3,PM,,29,Jun,1.782
7,AM,mon,22,Dec,1.04
12,AM,tue,22,Jul,0.842
4,AM,wed,2,Jul,0.413
7,AM,fri,26,Sep,0.624
5,PM,mon,20,Oct,0.663
10,PM,,22,May,0.468
5,PM,,11,Dec,1.487
5,AM,fri,31,Jan,1.848
4,AM,sat,19,Jul,0.828
10,AM,mon,17,Feb,0.475
6,AM,thu,6,Feb,1.67
7,PM,fri,18,Jul,3.672
1,AM,fri,6,Jun,0.306
3,PM,sat,18,Jan,1.638
4,AM,,26,Oct,0.167
4,PM,sun,26,Oct,0.594
5,AM,sun,5,Jan,0.618
6,AM,,18,Mar,1.142
7,AM,tue,8,Jul,2.16
12,PM,wed,2,Jul,1.32
9,AM,,19,Aug,0.295
9,AM,,2,Feb,1.112
7,PM,tue,6,May,1.339
10,AM,,27,Jun,0.778
5,AM,,28,Jul,2.402
1,AM,wed,7,May,0.144
12,PM,,19,Oct,0.295
7,PM,,13,Oct,1.069
6,AM,,10,Sep,0.941
11,AM,thu,23,Jan,1.2
2,AM,,20,Oct,0.13
3,PM,,28,Aug,0.566
6,PM,wed,26,Feb,1.344
12,PM,mon,1,Sep,0.294
12,AM,,10,Aug,0.768
12,PM,tue,30,Sep,0.322
1,PM,mon,15,Sep,0.23
10,AM,,30,Oct,0.281
5,AM,,24,Aug,0.349
6,PM,,14,Jun,3.143
12,AM,thu,6,Mar,0.257
8,PM,thu,11,Sep,1.333
3,AM,,4,Sep,0.12
6,AM,,21,May,0.826
2,AM,,2,Jun,0.292
9,AM,,6,Mar,0.242
3,PM,,16,Sep,0.333
10,AM,sun,25,May,0.437
2,PM,wed,12,Mar,0.32
2,PM,,7,Apr,0.142
11,PM,,10,Jan,1.62
12,PM,mon,22,Sep,0.35
2,PM,wed,5,Feb,0.562
7,PM,wed,5,Mar,1.714
9,PM,wed,15,Jan,1.368
10,AM,mon,22,Sep,0.288
8,AM,thu,23,Oct,0.283
9,PM,fri,31,Jan,0.76
9,AM,fri,21,Nov,0.112
2,AM,,7,Jan,0.416
11,AM,,5,Sep,0.378
1,AM,tue,23,Dec,0.242
2,PM,mon,17,Nov,0.184
12,AM,mon,19,May,0.288
7,PM,,15,Oct,1.134
11,PM,fri,17,Oct,0.552
4,AM,tue,7,Oct,0.108
10,AM,sat,15,Mar,0.49
1,PM,,21,Jul,0.806
6,AM,,21,Apr,0.313
6,AM,wed,6,Aug,1.57
10,PM,thu,28,Aug,0.678
8,AM,,24,Jun,0.806
12,AM,,15,Apr,0.09
4,AM,sat,24,May,0.235
11,AM,fri,15,Aug,0.672
2,PM,sat,8,Nov,0.306
6,AM,,28,May,1.008
5,AM,tue,26,Aug,1.214
4,PM,,7,Sep,0.662
4,AM,,15,Jan,0.444
5,PM,tue,17,Jun,1.966
1,AM,,1,Aug,0.266
1,PM,,17,Nov,0.164
6,PM,,27,Oct,0.966
8,PM,,22,Sep,0.963
8,AM,tue,17,Jun,0.713
9,AM,sat,13,Sep,0.68
10,PM,wed,3,Dec,0.512
7,PM,tue,19,Aug,2.506
9,PM,,2,Apr,0.178
1,AM,,12,Aug,0.223
4,AM,,30,Oct,0.136
10,AM,wed,12,Nov,0.158
1,AM,tue,28,Oct,0.142
6,PM,mon,5,May,1.243
9,PM,sun,19,Oct,0.331
9,AM,fri,24,Oct,0.198
11,AM,,26,Aug,0.534
9,AM,,21,Jul,0.706
7,PM,sat,1,Nov,0.842
7,PM,wed,10,Sep,1.424
5,PM,,26,Apr,0.275
4,AM,tue,8,Jul,0.509
8,AM,,6,Jul,3.65
3,AM,,9,Dec,0.238
6,PM,,1,Jan,2.856
7,AM,,25,Oct,0.821
8,PM,,21,Apr,0.475
6,PM,sat,1,Mar,1.57
4,PM,,25,Aug,0.47
8,PM,fri,10,Oct,1.075
4,PM,,6,Dec,1.109
11,PM,,19,Feb,0.588
1,PM,,19,Sep,0.244
11,AM,sat,12,Apr,0.148
1,AM,tue,29,Apr,0.071
8,AM,mon,1,Dec,0.51
1,AM,thu,21,Aug,0.264
3,AM,wed,27,Aug,0.252
12,PM,,18,Jul,1.068
8,AM,sun,2,Nov,0.597
1,AM,wed,3,Sep,0.168
1,PM,wed,22,Jan,0.768
8,PM,sat,26,Apr,0.502
4,PM,tue,21,Jan,0.696
8,PM,sat,3,May,1.238
6,AM,,5,Jul,1.574
10,AM,,11,Apr,0.108
1,PM,sat,12,Jul,1.325
8,PM,fri,26,Dec,1.654
6,PM,mon,22,Sep,0.813
3,PM,,6,Sep,0.58
2,AM,thu,23,Jan,0.332
12,PM,,4,Jun,0.882
12,PM,wed,22,Jan,0.85
10,PM,sun,14,Sep,0.305
5,PM,tue,25,Feb,1.607
9,AM,,26,Mar,0.197
9,AM,mon,30,Jun,0.551
10,PM,sat,12,Apr,0.119
8,AM,,9,Feb,1.716
11,AM,mon,1,Sep,0.392
10,AM,,27,Apr,0.205
7,PM,thu,10,Jul,4.363
11,PM,sat,7,Jun,1.602
3,PM,thu,13,Nov,0.153
10,PM,,27,Jun,1.474
10,PM,,17,Jun,0.927
6,AM,tue,11,Mar,1.046
12,PM,sun,12,Jan,1.056
10,AM,tue,16,Sep,0.238
1,AM,,16,Nov,0.147
1,AM,,13,Nov,0.092
2,AM,fri,25,Apr,0.049
2,PM,,30,May,0.288
1,AM,thu,25,Dec,0.233
9,PM,,31,Aug,0.799
8,AM,mon,28,Jul,1.027
9,PM,,17,Sep,0.424
11,PM,sun,17,Aug,0.552
9,PM,wed,15,Oct,0.338
4,PM,sat,1,Feb,1.037
10,AM,tue,9,Dec,0.462
5,PM,,7,Apr,0.316
6,AM,,27,Nov,0.61
8,AM,,18,Apr,0.116
4,PM,wed,17,Sep,0.249
4,PM,sun,28,Sep,0.523
3,AM,,12,Mar,0.173
11,AM,,9,Jan,1.05
5,AM,,12,Jul,0.749
8,PM,,11,Mar,1.05
10,AM,fri,26,Dec,0.37
4,AM,,5,Jan,0.522
11,PM,thu,13,Nov,0.234
11,AM,,18,Oct,0.31
8,AM,sun,19,Oct,0.811
8,AM,sat,22,Nov,0.614
10,AM,tue,23,Dec,0.374
10,PM,,24,Apr,0.168
4,PM,sun,13,Jul,2.03
7,PM,,8,Jul,3.586
12,AM,,7,Apr,0.073
4,PM,,2,Aug,1.264
5,PM,thu,9,Jan,2.496
5,PM,sun,16,Mar,0.727
1,AM,sat,20,Sep,0.223
3,PM,tue,11,Feb,0.437
1,AM,,21,Apr,0.05
9,PM,sun,7,Dec,0.607
9,AM,,13,Nov,0.112
7,PM,tue,9,Dec,2.0
6,PM,sun,31,Aug,1.793
8,AM,tue,28,Jan,0.712
1,PM,thu,27,Nov,0.155
11,PM,tue,9,Dec,0.451
9,PM,,25,Mar,0.557
3,AM,,11,Sep,0.134
8,PM,tue,18,Feb,1.901
11,AM,sun,2,Mar,0.451
12,AM,sun,4,May,0.589
8,AM,,9,Sep,0.272
2,AM,,9,Dec,0.202
2,PM,,21,Feb,0.514
11,AM,mon,22,Dec,0.567
4,PM,sat,14,Jun,1.814
6,PM,,11,Jan,4.032
9,AM,sun,3,Aug,1.123
12,AM,tue,30,Dec,0.323
5,PM,,15,Jul,2.496
4,AM,,18,Jul,0.557
7,AM,sat,10,May,0.845
2,PM,,22,Sep,0.308
10,PM,,9,Jan,1.03
6,PM,,18,Nov,0.58
6,AM,mon,1,Dec,1.056
8,AM,mon,29,Sep,0.308
3,AM,sun,26,Oct,0.184
5,AM,fri,11,Jul,2.983
3,AM,mon,9,Jun,0.353
12,PM,mon,6,Oct,0.324
6,PM,thu,18,Dec,1.34
12,AM,,9,Dec,0.3
11,PM,sat,18,Oct,0.606
8,AM,,9,Dec,0.44
8,AM,,31,Aug,1.872
3,PM,fri,24,Jan,0.904
2,AM,,27,Dec,0.376
12,AM,wed,9,Apr,0.077
5,PM,sun,5,Oct,0.437
4,AM,,27,Dec,0.274
5,PM,,12,Dec,1.687
11,PM,fri,21,Feb,1.092
3,PM,,3,Jun,0.619
8,PM,,10,May,1.368
7,PM,fri,2,May,1.181
4,PM,sat,15,Mar,0.67
4,PM,wed,23,Jul,1.027
6,PM,sun,13,Apr,0.621
